18A Test,Moto Moto,Moto Moto,Run DMC,Run DMC,Fetty Wap,Fetty Wap
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
1005485,11.959,18.027,13.151,0.003,12.998,-0.01
1005965,11.959,18.027,13.151,0.003,12.998,-0.01
1006459,11.959,18.027,13.151,0.003,12.998,0.006
1006934,11.959,18.027,13.151,0.003,12.998,-0.01
1007449,11.959,18.027,13.151,0.003,12.998,-0.01
1007931,11.959,18.027,13.151,0.003,12.998,-0.01
1008454,11.959,18.027,13.151,0.003,12.998,-0.01
1008947,11.959,18.027,13.151,0.003,12.998,-0.01
1009462,11.959,18.027,13.151,0.003,12.998,-0.01
1009945,11.959,18.027,13.151,0.003,12.998,-0.01
1010446,11.959,18.027,13.151,0.003,12.998,-0.01
1010930,11.959,18.027,13.151,0.003,12.998,-0.01
1011439,11.959,18.027,13.151,0.003,12.998,-0.01
1011928,11.959,18.027,13.151,0.003,12.998,-0.01
1012444,11.959,18.027,13.151,0.003,12.998,-0.01
1012959,11.959,18.027,13.151,0.003,12.998,-0.01
1013460,11.959,18.027,13.151,0.003,12.998,-0.01
1013944,11.959,18.027,13.151,0.003,12.998,-0.01
1014451,11.959,18.027,13.151,0.003,12.998,-0.01
1014930,11.959,18.027,13.151,0.003,12.998,-0.01
1015420,11.959,18.027,13.151,0.003,12.998,-0.01
1015899,11.959,18.027,13.151,0.003,12.998,-0.01
1016410,11.959,18.027,13.151,0.003,12.998,-0.01
1016891,11.959,18.027,13.151,0.003,12.998,-0.01
1017389,11.959,18.027,13.151,0.003,12.998,-0.01
1017877,11.959,18.027,13.151,0.003,12.998,-0.01
1018373,11.959,18.027,13.151,0.003,12.998,-0.01
1018889,11.959,18.027,13.151,0.003,12.998,-0.01
1019396,11.959,18.027,13.151,0.003,12.998,-0.01
1019902,11.942,18.027,13.151,0.003,12.998,-0.01
