18A Test,ACDC,ACDC,,,Kanye West,Kanye West
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
733453,12.258,18.01,-0.138,0.003,11.787,18.011
733995,12.258,18.027,-0.138,0.003,11.787,18.011
734509,12.258,18.027,-0.138,0.003,11.787,18.011
735023,12.258,18.027,-0.138,0.003,11.787,18.011
735545,12.258,18.027,-0.138,0.003,11.787,18.011
736048,12.258,18.027,-0.138,0.003,11.787,18.011
736587,12.258,18.027,-0.138,0.003,11.787,18.011
737099,12.258,18.027,-0.138,0.003,11.787,18.011
737586,12.258,18.027,-0.138,0.003,11.787,18.011
738113,12.258,18.027,-0.138,0.003,11.787,18.011
738633,12.258,18.027,-0.138,0.003,11.787,18.011
739141,12.258,18.027,-0.138,0.003,11.787,18.011
739627,12.258,18.027,-0.138,0.003,11.787,18.011
740134,12.258,18.027,-0.138,0.003,11.787,18.011
740634,12.258,18.027,-0.138,0.003,11.787,18.011
741144,12.242,18.01,-0.138,0.003,11.787,18.011
741650,12.242,18.027,-0.138,0.003,11.787,18.011
742139,12.242,18.027,-0.138,0.003,11.787,18.011
742648,12.242,18.027,-0.138,0.003,11.787,18.011
743129,12.242,18.027,-0.138,0.003,11.787,18.011
743628,12.242,18.027,-0.138,0.003,11.787,18.011
744103,12.242,18.027,-0.138,0.003,11.787,18.011
744664,12.242,18.027,-0.138,0.003,11.787,18.011
745144,12.242,18.027,-0.138,0.003,11.787,18.011
745657,12.242,18.027,-0.138,0.003,11.787,18.011
746141,12.242,18.027,-0.138,0.003,11.787,18.011
746702,12.242,18.027,-0.138,0.003,11.787,18.011
747260,12.242,18.01,-0.138,0.003,11.787,18.011
747744,12.242,18.027,-0.138,0.003,11.787,18.011
748319,12.242,18.01,-0.138,0.003,11.787,18.011
748824,12.242,18.027,-0.138,0.003,11.787,18.011
749299,12.242,18.027,-0.138,0.003,11.787,18.011
749799,12.242,18.027,-0.138,0.003,11.787,18.011
750285,12.242,18.027,-0.138,0.003,11.787,18.011
750783,12.242,18.027,-0.138,0.003,11.787,18.011
751267,12.242,18.027,-0.138,0.003,11.787,18.011
751766,12.242,18.027,-0.138,0.003,11.787,18.011
752249,12.242,18.027,-0.138,0.003,11.787,18.011
752782,12.242,18.027,-0.138,0.003,11.787,18.011
753292,12.242,18.027,-0.138,0.003,11.787,18.011
753823,12.242,18.027,-0.138,0.003,11.787,18.011
754355,12.242,18.027,-0.138,0.003,11.787,18.011
754826,12.242,18.027,-0.138,0.003,11.787,18.011
755337,12.242,18.027,-0.138,0.003,11.787,18.011
755840,12.242,18.027,-0.138,0.003,11.77,18.011
756370,12.242,18.027,-0.138,0.003,11.77,18.011
756906,12.242,18.01,-0.138,0.003,11.77,18.011
757412,12.242,18.027,-0.138,0.003,11.77,18.011
757942,12.242,18.027,-0.138,0.003,11.77,18.011
758491,12.242,18.027,-0.138,0.003,11.77,18.011
758964,12.242,18.027,-0.138,0.003,11.77,18.011
759466,12.242,18.027,-0.138,0.003,11.77,18.011
759981,12.242,18.027,-0.138,0.003,11.77,18.011
760520,12.242,18.027,-0.138,0.003,11.77,18.011
761032,12.242,18.027,-0.138,0.003,11.77,18.011
761565,12.242,18.027,-0.138,0.003,11.77,18.011
762071,12.242,18.027,-0.138,0.003,11.77,18.011
762566,12.242,18.027,-0.138,0.003,11.77,18.011
763062,12.242,18.027,-0.138,0.003,11.77,18.011
763543,12.242,18.027,-0.138,0.003,11.77,18.011
764076,12.242,18.027,-0.138,0.003,11.77,18.011
764544,12.225,18.027,-0.138,0.003,11.77,18.011
765052,12.225,18.027,-0.138,0.003,11.77,18.011
765553,12.225,18.027,-0.138,0.003,11.77,18.011
766034,12.225,18.027,-0.138,0.003,11.77,18.011
766549,12.225,18.027,-0.138,0.003,11.77,18.011
767027,12.225,18.027,-0.138,0.003,11.77,18.011
767529,12.225,18.027,-0.138,0.003,11.77,18.011
768011,12.225,18.027,-0.138,0.003,11.77,18.011
768521,12.225,18.027,-0.138,0.003,11.77,18.011
769005,12.225,18.027,-0.138,0.003,11.77,18.011
769510,12.225,18.027,-0.138,0.003,11.77,18.011
769986,12.225,18.027,-0.138,0.003,11.77,18.011
770503,12.225,18.027,-0.138,0.003,11.77,18.011
770976,12.225,18.027,-0.138,0.003,11.77,18.011
771478,12.225,18.027,-0.138,0.003,11.77,18.011
771954,12.225,18.027,-0.138,0.003,11.77,18.011
772461,12.225,18.027,-0.138,0.003,11.77,18.011
772940,12.225,18.027,-0.138,0.003,11.77,18.011
773447,12.225,18.027,-0.138,0.003,11.77,18.011
773932,12.225,18.027,-0.138,0.003,11.77,18.011
774476,12.225,18.027,-0.138,0.003,11.77,18.011
775015,12.225,18.027,-0.138,0.003,11.77,18.011
775517,12.225,18.027,-0.138,0.003,11.77,18.011
776019,12.225,18.027,-0.138,0.003,11.77,18.011
776489,12.225,18.027,-0.138,0.003,11.77,18.011
777030,12.225,18.027,-0.138,0.003,11.77,18.011
777566,12.225,18.027,-0.138,0.003,11.77,18.011
778044,12.225,18.01,-0.138,0.003,11.77,18.011
778556,12.225,18.027,-0.138,0.003,11.77,18.011
779044,12.225,18.027,-0.138,0.003,11.77,18.011
779582,12.225,18.027,-0.138,0.003,11.77,18.011
780116,12.225,18.027,-0.138,0.003,11.77,18.011
780605,12.225,18.027,-0.138,0.003,11.77,18.011
781110,12.225,18.027,-0.138,0.003,11.77,18.011
781585,12.225,18.027,-0.138,0.003,11.77,18.011
782148,12.225,18.027,-0.138,0.003,11.77,18.011
782641,12.225,18.027,-0.138,0.003,11.77,18.011
783150,12.225,18.027,-0.138,0.003,11.77,18.011
783624,12.225,18.027,-0.138,0.003,11.77,18.011
784133,12.225,18.027,-0.138,0.003,11.77,18.011
784644,12.225,18.027,-0.138,0.003,11.77,18.011
785154,12.209,18.027,-0.138,0.003,11.77,18.011
785661,12.209,18.027,-0.138,0.003,11.77,18.011
786150,12.209,18.027,-0.138,0.003,11.77,18.011
786657,12.209,18.027,-0.138,0.003,11.77,18.011
787161,12.209,18.027,-0.138,0.003,11.77,18.011
787697,12.209,18.027,-0.138,0.003,11.77,18.011
788210,12.209,18.027,-0.138,0.003,11.77,18.011
788682,12.209,18.027,-0.138,0.003,11.77,18.011
789191,12.209,18.027,-0.138,0.003,11.77,18.011
789675,12.209,18.027,-0.138,0.003,11.77,18.011
790226,12.209,18.027,-0.138,0.003,11.77,18.011
790735,12.209,18.027,-0.138,0.003,11.77,18.011
791254,12.209,18.027,-0.138,0.003,11.77,18.011
791730,12.209,18.027,-0.138,0.003,11.77,18.011
792229,12.209,18.027,-0.138,0.003,11.77,18.011
792705,12.209,18.027,-0.138,0.003,11.77,18.011
793212,12.209,18.027,-0.138,0.003,11.77,18.011
793693,12.209,18.027,-0.138,0.003,11.77,18.011
794210,12.209,18.027,-0.138,0.003,11.77,18.011
794695,12.209,18.01,-0.138,0.003,11.77,18.011
795199,12.209,18.027,-0.138,0.003,11.754,18.011
795703,12.209,18.027,-0.138,0.003,11.77,18.011
796214,12.209,18.027,-0.138,0.003,11.754,18.011
796747,12.209,18.027,-0.138,0.003,11.754,18.011
797278,12.209,18.027,-0.138,0.003,11.754,18.011
797748,12.209,18.027,-0.138,0.003,11.754,18.011
798282,12.209,18.027,-0.138,0.003,11.754,18.011
798782,12.209,18.027,-0.138,0.003,11.754,18.011
799263,12.209,18.027,-0.138,0.003,11.754,18.011
799766,12.209,18.027,-0.138,0.003,11.754,18.011
800251,12.209,18.027,-0.138,0.003,11.754,18.011
800753,12.209,18.027,-0.138,0.003,11.754,18.011
801234,12.209,18.027,-0.138,0.003,11.754,18.011
801732,12.209,18.027,-0.138,0.003,11.754,18.011
802223,12.209,18.027,-0.138,0.003,11.754,18.011
802721,12.209,18.027,-0.138,0.003,11.754,18.011
803241,12.209,18.027,-0.138,0.003,11.754,18.011
803767,12.209,18.027,-0.138,0.003,11.754,18.011
804296,12.209,18.027,-0.138,0.003,11.754,18.011
804802,12.192,18.01,-0.138,0.003,11.754,18.011
805338,12.192,18.027,-0.138,0.003,11.754,18.011
805844,12.192,18.027,-0.138,0.003,11.754,18.011
806326,12.192,18.027,-0.138,0.003,11.754,18.011
806825,12.192,18.027,-0.138,0.003,11.754,18.011
807303,12.192,18.027,-0.138,0.003,11.754,18.011
807812,12.192,18.027,-0.138,0.003,11.754,18.011
808287,12.192,18.027,-0.138,0.003,11.754,18.011
808795,12.192,18.027,-0.138,0.003,11.754,18.011
809277,12.192,18.027,-0.138,0.003,11.754,18.011
809780,12.192,18.027,-0.138,0.003,11.754,18.011
810269,12.192,18.027,-0.138,0.003,11.754,18.011
810767,12.192,18.027,-0.138,0.003,11.754,18.011
811248,12.192,18.027,-0.138,0.003,11.754,18.011
811760,12.192,18.027,-0.138,0.003,11.754,18.011
812241,12.192,18.027,-0.138,0.003,11.754,18.011
812745,12.192,18.027,-0.138,0.003,11.754,18.011
813223,12.192,18.027,-0.138,0.003,11.754,18.011
813732,12.192,18.027,-0.138,0.003,11.754,18.011
814220,12.192,18.027,-0.138,0.003,11.754,18.011
814721,12.192,18.027,-0.138,0.003,11.754,18.011
815227,12.192,18.027,-0.138,0.003,11.754,18.011
815790,12.192,18.027,-0.138,0.003,11.754,18.011
816292,12.192,18.027,-0.138,0.003,11.754,18.011
816771,12.192,18.027,-0.138,0.003,11.754,18.011
817272,12.192,18.027,-0.138,0.003,11.754,18.011
817753,12.192,18.027,-0.138,0.003,11.754,18.011
818264,12.192,18.027,-0.138,0.003,11.754,18.011
818743,12.192,18.027,-0.138,0.003,11.754,18.011
819253,12.192,18.027,-0.138,0.003,11.754,18.011
819734,12.192,18.027,-0.138,0.003,11.754,18.011
820239,12.192,18.027,-0.138,0.003,11.754,18.011
820723,12.192,18.027,-0.138,0.003,11.754,18.011
821225,12.192,18.027,-0.138,0.003,11.754,18.011
821709,12.192,18.027,-0.138,0.003,11.754,18.011
822228,12.192,18.027,-0.138,0.003,11.754,18.011
822702,12.192,18.027,-0.138,0.003,11.754,18.011
823203,12.192,18.027,-0.138,0.003,11.754,18.011
823677,12.192,18.027,-0.138,0.003,11.754,18.011
824184,12.192,18.027,-0.138,0.003,11.754,18.011
824685,12.175,18.027,-0.138,0.003,11.754,18.011
825246,12.175,18.027,-0.138,0.003,11.754,18.011
825751,12.175,18.01,-0.138,0.003,11.754,18.011
826234,12.175,18.01,-0.138,0.003,11.754,18.011
826747,12.175,18.027,-0.138,0.003,11.754,18.011
827226,12.175,18.027,-0.138,0.003,11.754,18.011
827739,12.175,18.027,-0.138,0.003,11.754,18.011
828221,12.175,18.027,-0.138,0.003,11.754,18.011
828725,12.175,18.027,-0.138,0.003,11.754,18.011
829209,12.175,18.027,-0.138,0.003,11.754,18.011
829717,12.175,18.027,-0.138,0.003,11.754,18.011
830208,12.175,18.027,-0.138,0.003,11.754,18.011
830710,12.175,18.027,-0.138,0.003,11.754,18.011
831189,12.175,18.027,-0.138,0.003,11.737,18.011
831696,12.175,18.027,-0.138,0.003,11.737,18.011
832181,12.175,18.027,-0.138,0.003,11.737,18.011
832706,12.175,18.027,-0.138,0.003,12.401,-0.01
833174,12.175,18.027,-0.138,0.003,12.434,-0.027
833673,12.175,18.027,-0.138,0.003,12.45,-0.027
834187,12.175,18.027,-0.138,0.003,12.467,-0.01
834666,12.175,18.027,-0.138,0.003,12.483,-0.027
835188,12.175,18.027,-0.138,0.003,12.5,-0.027
835659,12.175,18.027,-0.138,0.003,12.5,-0.027
836160,12.175,18.027,-0.138,0.003,12.517,-0.027
836627,12.175,18.027,-0.138,0.003,12.517,-0.027
837127,12.175,18.027,-0.138,0.003,12.517,-0.027
837603,12.175,18.027,-0.138,0.003,12.533,-0.027
838105,12.175,18.027,-0.138,0.003,12.533,-0.027
838592,12.175,18.027,-0.138,0.003,12.533,-0.027
839088,12.175,18.027,-0.138,0.003,12.533,-0.027
839551,12.175,18.027,-0.138,0.003,12.533,-0.027
840056,12.175,18.027,-0.138,0.003,12.55,-0.027
840530,12.175,18.027,-0.138,0.003,12.55,-0.027
841031,12.175,18.027,-0.138,0.003,12.55,-0.027
841505,12.175,18.027,-0.138,0.003,12.55,-0.027
842003,12.175,18.027,-0.138,0.003,12.55,-0.027
842482,12.175,18.027,-0.138,0.003,12.55,-0.027
843009,12.175,18.027,-0.138,0.003,12.55,-0.027
843504,12.175,18.027,-0.138,0.003,12.566,-0.027
844032,12.175,18.027,-0.138,0.003,12.566,-0.027
844559,12.159,18.027,-0.138,0.003,12.566,-0.027
845088,12.159,18.027,-0.138,0.003,12.566,-0.027
845554,12.159,18.027,-0.138,0.003,12.566,-0.027
846052,12.159,18.01,-0.138,0.003,12.566,-0.027
846534,12.159,18.027,-0.138,0.003,12.566,-0.027
847039,12.159,18.027,-0.138,0.003,12.566,-0.027
847510,12.159,18.01,-0.138,0.003,12.566,-0.027
848005,12.159,18.027,-0.138,0.003,12.583,-0.027
848478,12.159,18.027,-0.138,0.003,12.583,-0.027
849027,12.159,18.027,-0.138,0.003,12.583,-0.027
849500,12.159,18.027,-0.138,0.003,12.583,-0.027
849991,12.159,18.027,-0.138,0.003,12.583,-0.027
850479,12.159,18.027,-0.138,0.003,12.583,-0.027
850976,12.159,18.027,-0.138,0.003,12.583,-0.027
851443,12.159,18.027,-0.138,0.003,12.583,-0.027
851940,12.159,18.027,-0.138,0.003,12.583,-0.027
852419,12.159,18.027,-0.138,0.003,12.583,-0.027
852907,12.159,18.027,-0.138,0.003,12.583,-0.027
853376,12.159,18.027,-0.138,0.003,12.583,-0.027
853919,12.159,18.01,-0.138,0.003,12.583,-0.027
854399,12.159,18.027,-0.138,0.003,12.583,-0.027
854896,12.159,18.027,-0.138,0.003,12.583,-0.027
855392,12.159,18.027,-0.138,0.003,12.583,-0.027
855860,12.159,18.027,-0.138,0.003,12.6,-0.027
856362,12.159,18.027,-0.138,0.003,12.6,-0.027
856836,12.159,18.027,-0.138,0.003,12.6,-0.027
857333,12.159,18.027,-0.138,0.003,12.6,-0.027
857810,12.159,18.027,-0.138,0.003,12.6,-0.027
858304,12.159,18.027,-0.138,0.003,12.6,-0.027
858775,12.159,18.027,-0.138,0.003,12.6,-0.027
859275,12.159,18.027,-0.138,0.003,12.6,-0.027
859748,12.159,18.027,-0.138,0.003,12.6,-0.027
860253,12.159,18.027,-0.138,0.003,12.6,-0.027
860724,12.159,18.027,-0.138,0.003,12.6,-0.027
861219,12.159,18.027,-0.138,0.003,12.6,-0.027
861687,12.159,18.027,-0.138,0.003,12.6,-0.027
862171,12.159,18.027,-0.138,0.003,12.6,-0.027
862682,12.159,18.027,-0.138,0.003,12.6,-0.027
863174,12.142,18.027,-0.138,0.003,12.6,-0.027
863647,12.142,18.027,-0.138,0.003,12.6,-0.027
864151,12.142,18.027,-0.138,0.003,12.6,-0.027
864649,12.142,18.027,-0.138,0.003,12.6,-0.027
865169,12.142,18.027,-0.138,0.003,12.6,-0.027
865707,12.142,18.027,-0.138,0.003,12.6,-0.027
866219,12.142,18.027,-0.138,0.003,12.6,-0.027
866721,12.142,18.027,-0.138,0.003,12.6,-0.027
867185,12.142,18.027,-0.138,0.003,12.6,-0.027
867682,12.142,18.027,-0.138,0.003,12.6,-0.027
868156,12.142,18.027,-0.138,0.003,12.616,-0.027
868648,12.142,18.027,-0.138,0.003,12.616,-0.027
869109,12.142,18.027,-0.138,0.003,12.616,-0.027
869611,12.142,18.027,-0.138,0.003,12.616,-0.027
870086,12.142,18.027,-0.138,0.003,12.616,-0.01
870623,12.142,18.027,-0.138,0.003,12.616,-0.027
871159,12.142,18.027,-0.138,0.003,12.616,-0.027
871632,12.142,18.027,-0.138,0.003,12.616,-0.027
872124,12.142,18.027,-0.138,0.003,12.616,-0.027
872601,12.142,18.027,-0.138,0.003,12.616,-0.027
873107,12.142,18.027,-0.138,0.003,12.616,-0.027
873579,12.142,18.027,-0.138,0.003,12.616,-0.027
874076,12.142,18.027,-0.138,0.003,12.616,-0.01
874583,12.142,18.027,-0.138,0.003,12.616,-0.027
875096,12.142,18.027,-0.138,0.003,12.616,-0.027
875565,12.142,18.027,-0.138,0.003,12.616,-0.027
876103,12.142,18.027,-0.138,0.003,12.616,-0.027
876571,12.142,18.027,-0.138,0.003,12.616,-0.027
877073,12.142,18.027,-0.138,0.003,12.616,-0.027
877564,12.142,18.027,-0.138,0.003,12.616,-0.027
878033,12.142,18.027,-0.138,0.003,12.616,-0.027
878542,12.142,18.027,-0.138,0.003,12.616,-0.01
879015,12.142,18.027,-0.138,0.003,12.616,-0.027
879543,12.142,18.027,-0.138,0.003,12.616,-0.027
880007,12.125,18.027,-0.138,0.003,12.616,-0.027
880493,12.125,18.027,-0.138,0.003,12.616,-0.027
880966,12.125,18.027,-0.138,0.003,12.616,-0.027
881469,12.125,18.027,-0.138,0.003,12.616,-0.027
881938,12.125,18.027,-0.138,0.003,12.616,-0.01
882453,12.125,18.027,-0.138,0.003,12.616,-0.027
882929,12.125,18.027,-0.138,0.003,12.616,-0.027
883433,12.125,18.027,-0.138,0.003,12.616,-0.01
883907,12.125,18.027,-0.138,0.003,12.616,-0.01
884408,12.125,18.027,-0.138,0.003,12.616,-0.027
884884,12.125,18.027,-0.138,0.003,12.616,-0.027
885419,12.125,18.027,-0.138,0.003,12.616,-0.027
885940,12.125,18.027,-0.138,0.003,12.616,-0.027
886423,12.125,18.027,-0.138,0.003,12.616,-0.01
886916,12.125,18.027,-0.138,0.003,12.616,-0.027
887393,12.125,18.027,-0.138,0.003,12.633,-0.027
887894,12.125,18.027,-0.138,0.003,12.633,-0.027
888372,12.125,18.027,-0.138,0.003,12.633,-0.027
888871,12.125,18.027,-0.138,0.003,12.633,-0.01
889341,12.125,18.027,-0.138,0.003,12.633,-0.01
889837,12.125,18.027,-0.138,0.003,12.633,-0.027
890316,12.125,18.027,-0.138,0.003,12.633,-0.027
890882,12.125,18.027,-0.138,0.003,12.633,-0.01
891351,12.125,18.027,-0.138,0.003,12.633,-0.01
891846,12.125,18.027,-0.138,0.003,12.633,-0.01
892319,12.125,18.027,-0.138,0.003,12.633,-0.01
892804,12.125,18.027,-0.138,0.003,12.633,-0.01
893278,12.125,18.027,-0.138,0.003,12.633,-0.01
893785,12.125,18.027,-0.138,0.003,12.633,-0.01
894263,12.125,18.027,-0.138,0.003,12.633,-0.01
894762,12.125,18.027,-0.138,0.003,12.633,-0.027
895220,12.125,18.027,-0.138,0.003,12.633,-0.01
895728,12.125,18.01,-0.138,0.003,12.633,-0.01
896189,12.125,18.027,-0.138,0.003,12.633,-0.027
896718,12.125,18.027,-0.138,0.003,12.633,-0.027
897215,12.109,18.027,-0.138,0.003,12.633,-0.027
897715,12.109,18.027,-0.138,0.003,12.633,-0.01
898279,12.109,18.027,-0.138,0.003,12.633,-0.01
898738,12.109,18.01,-0.138,0.003,12.633,-0.027
899246,12.109,18.027,-0.138,0.003,12.633,-0.01
899752,12.109,18.027,-0.138,0.003,12.633,-0.01
900280,12.109,18.027,-0.138,0.003,12.633,-0.01
900777,12.109,18.027,-0.138,0.003,12.633,-0.01
901259,12.109,18.027,-0.138,0.003,12.633,-0.027
901756,12.109,18.01,-0.138,0.003,12.633,-0.01
902219,12.109,18.027,-0.138,0.003,12.633,-0.027
902717,12.109,18.027,-0.138,0.003,12.633,-0.027
903198,12.109,18.027,-0.138,0.003,12.633,-0.01
903756,12.109,18.027,-0.138,0.003,12.633,-0.01
904227,12.109,18.027,-0.138,0.003,12.633,-0.027
904723,12.109,18.027,-0.138,0.003,12.633,-0.01
905187,12.109,18.01,-0.138,0.003,12.633,-0.01
905680,12.109,18.027,-0.138,0.003,12.633,-0.01
906145,12.109,18.027,-0.138,0.003,12.633,-0.01
906677,12.109,18.027,-0.138,0.003,12.633,-0.01
907196,12.109,18.027,-0.138,0.003,12.633,-0.01
907703,12.109,18.027,-0.138,0.003,12.633,-0.01
908234,12.109,18.027,-0.138,0.003,12.633,-0.01
908713,12.109,18.01,-0.138,0.003,12.633,-0.027
909211,12.109,18.027,-0.138,0.003,12.633,-0.01
909680,12.109,18.027,-0.138,0.003,12.633,-0.01
910251,12.109,18.027,-0.138,0.003,12.633,-0.01
910801,12.109,18.027,-0.138,0.003,12.633,-0.01
911273,12.109,18.027,-0.138,0.003,12.633,-0.01
911779,12.109,18.027,-0.138,0.003,12.633,-0.01
912249,12.109,18.027,-0.138,0.003,12.633,-0.01
912775,12.092,18.027,-0.138,0.003,12.633,-0.027
913249,12.092,18.027,-0.138,0.003,12.633,-0.01
913743,12.092,18.027,-0.138,0.003,12.633,-0.01
914210,12.092,18.027,-0.138,0.003,12.633,-0.01
914722,12.092,18.027,-0.138,0.003,12.633,-0.01
915222,12.092,18.027,-0.138,0.003,12.649,-0.01
915691,12.092,18.027,-0.138,0.003,12.649,-0.01
916220,12.092,18.027,-0.138,0.003,12.649,-0.01
916706,12.092,18.01,-0.138,0.003,12.649,-0.01
917198,12.092,18.01,-0.138,0.003,12.649,-0.01
917664,12.092,18.027,-0.138,0.003,12.649,-0.01
918157,12.092,18.01,-0.138,0.003,12.649,-0.01
918636,12.092,18.027,-0.138,0.003,12.649,-0.01
919132,12.092,18.027,-0.138,0.003,12.649,-0.01
919601,12.092,18.027,-0.138,0.003,12.649,-0.01
920109,12.092,18.027,-0.138,0.003,12.649,-0.027
920583,12.092,18.027,-0.138,0.003,12.649,-0.01
921075,12.092,18.027,-0.138,0.003,12.649,-0.01
921554,12.092,18.027,-0.138,0.003,12.649,-0.01
922043,12.092,18.027,-0.138,0.003,12.649,-0.01
922524,12.092,18.027,-0.138,0.003,12.649,-0.01
923016,12.092,18.027,-0.138,0.003,12.649,-0.01
923482,12.092,18.027,-0.138,0.003,12.649,-0.027
923990,12.092,18.027,-0.138,0.003,12.649,-0.01
924454,12.092,18.027,-0.138,0.003,12.649,-0.01
924944,12.092,18.027,-0.138,0.003,12.649,-0.01
925414,12.092,18.027,-0.138,0.003,12.649,-0.01
925903,12.092,18.027,-0.138,0.003,12.649,-0.01
926387,12.092,18.027,-0.138,0.003,12.649,-0.01
926913,12.092,18.027,-0.138,0.003,12.649,-0.01
927373,12.092,18.01,-0.138,0.003,12.649,-0.01
927878,12.092,18.027,-0.138,0.003,12.649,-0.01
928380,12.092,18.027,-0.138,0.003,12.649,-0.01
928909,12.076,18.027,-0.138,0.003,12.649,-0.01
929433,12.076,18.027,-0.138,0.003,12.649,-0.01
929894,12.076,18.027,-0.138,0.003,12.649,-0.01
930403,12.076,18.027,-0.138,0.003,12.649,-0.01
930872,12.076,18.01,-0.138,0.003,12.649,-0.01
931380,12.076,18.027,-0.138,0.003,12.649,-0.01
931860,12.076,18.027,-0.138,0.003,12.649,-0.01
932360,12.076,18.027,-0.138,0.003,12.649,-0.01
932842,12.076,18.027,-0.138,0.003,12.649,-0.01
933345,12.076,18.027,-0.138,0.003,12.649,-0.01
933817,12.076,18.027,-0.138,0.003,12.649,-0.01
934319,12.076,18.027,-0.138,0.003,12.649,-0.01
934784,12.076,18.027,-0.138,0.003,12.649,-0.01
935277,12.076,18.027,-0.138,0.003,12.649,-0.01
935751,12.076,18.027,-0.138,0.003,12.649,-0.01
936248,12.076,18.027,-0.138,0.003,12.649,-0.01
936726,12.076,18.027,-0.138,0.003,12.649,-0.01
937223,12.076,18.027,-0.138,0.003,12.649,-0.01
937692,12.076,18.027,-0.138,0.003,12.649,-0.01
938192,12.076,18.027,-0.138,0.003,12.649,-0.01
938669,12.076,18.027,-0.138,0.003,12.649,-0.01
939200,12.076,18.027,-0.138,0.003,12.649,-0.01
939662,12.076,18.027,-0.138,0.003,12.649,-0.01
940189,12.076,18.027,-0.138,0.003,12.649,-0.01
940719,12.076,18.027,-0.138,0.003,12.649,-0.01
941186,12.076,18.027,-0.138,0.003,12.649,-0.027
941686,12.076,18.027,-0.138,0.003,12.649,-0.01
942160,12.076,18.027,-0.138,0.003,12.649,-0.01
942719,12.076,18.027,-0.138,0.003,12.649,-0.01
943195,12.059,18.027,-0.138,0.003,12.649,-0.01
943730,12.059,18.027,-0.138,0.003,12.649,-0.01
944231,12.059,18.027,-0.138,0.003,12.649,-0.01
944710,12.059,18.027,-0.138,0.003,12.649,-0.01
945218,12.059,18.027,-0.138,0.003,12.649,-0.01
945691,12.059,18.027,-0.138,0.003,12.649,-0.01
946185,12.059,18.027,-0.138,0.003,12.649,-0.01
946660,12.059,18.027,-0.138,0.003,12.649,-0.01
947163,12.059,18.027,-0.138,0.003,12.649,-0.01
947634,12.059,18.027,-0.138,0.003,12.649,-0.01
948133,12.059,18.027,-0.138,0.003,12.649,-0.01
948601,12.059,18.027,-0.138,0.003,12.649,-0.01
949102,12.059,18.027,-0.138,0.003,12.649,-0.01
949569,12.059,18.027,-0.138,0.003,12.649,-0.01
950059,12.059,18.027,-0.138,0.003,12.649,-0.01
950556,12.059,18.027,-0.138,0.003,12.649,-0.01
951050,12.059,18.027,-0.138,0.003,12.649,-0.01
951520,12.059,18.027,-0.138,0.003,12.649,-0.01
952019,12.059,18.027,-0.138,0.003,12.649,-0.01
952488,12.059,18.027,-0.138,0.003,12.649,-0.01
952988,12.059,18.027,-0.138,0.003,12.649,-0.01
953494,12.059,18.027,-0.138,0.003,12.649,-0.01
953991,12.059,18.027,-0.138,0.003,12.649,-0.01
954476,12.059,18.027,-0.138,0.003,12.649,-0.01
954972,12.059,18.027,-0.138,0.003,12.649,-0.01
955429,12.059,18.027,-0.138,0.003,12.649,-0.01
955928,12.059,18.027,-0.138,0.003,12.649,-0.01
956410,12.059,18.027,-0.138,0.003,12.649,-0.01
956942,12.059,18.027,-0.138,0.003,12.649,-0.01
957419,12.042,18.027,-0.138,0.003,12.649,-0.01
957913,12.042,18.027,-0.138,0.003,12.649,-0.01
958412,12.042,18.027,-0.138,0.003,12.666,-0.01
958881,12.042,18.027,-0.138,0.003,12.666,-0.01
959372,12.042,18.027,-0.138,0.003,12.666,-0.01
959843,12.042,18.027,-0.138,0.003,12.666,-0.01
960330,12.042,18.027,-0.138,0.003,12.666,-0.01
960806,12.042,18.027,-0.138,0.003,12.666,-0.01
961313,12.042,18.027,-0.138,0.003,12.666,-0.01
961785,12.042,18.027,-0.138,0.003,12.666,-0.01
962277,12.042,18.027,-0.138,0.003,12.666,-0.01
962765,12.042,18.027,-0.138,0.003,12.666,-0.01
963261,12.042,18.027,-0.138,0.003,12.666,-0.01
963730,12.042,18.027,-0.138,0.003,12.666,-0.01
964291,12.042,18.027,-0.138,0.003,12.666,-0.01
964759,12.042,18.027,-0.138,0.003,12.666,-0.01
965249,12.042,18.027,-0.138,0.003,12.666,-0.01
965722,12.042,18.027,-0.138,0.003,12.666,-0.01
966249,12.042,18.027,-0.138,0.003,12.666,-0.01
966797,12.042,18.027,-0.138,0.003,12.666,-0.01
967294,12.042,18.027,-0.138,0.003,12.666,-0.01
967835,12.042,18.01,-0.138,0.003,12.666,-0.01
968301,12.042,18.027,-0.138,0.003,12.666,-0.01
968829,12.042,18.01,-0.138,0.003,12.666,-0.01
969354,12.042,18.027,-0.138,0.003,12.666,-0.01
969815,12.042,18.027,-0.138,0.003,12.666,-0.01
970320,12.042,18.027,-0.138,0.003,12.666,-0.01
970820,12.042,18.027,-0.138,0.003,12.666,-0.01
971352,12.026,18.027,-0.138,0.003,12.666,-0.01
971880,12.026,18.027,-0.138,0.003,12.666,-0.01
972372,12.026,18.027,-0.138,0.003,12.666,-0.01
972878,12.026,18.027,-0.138,0.003,12.666,-0.01
973376,12.026,18.027,-0.138,0.003,12.666,-0.01
973895,12.026,18.027,-0.138,0.003,12.666,-0.01
974375,12.026,18.027,-0.138,0.003,12.666,-0.01
974865,12.026,18.027,-0.138,0.003,12.666,-0.01
